companyId,companyName,companyUrl,location,sector
1834233.0,Mastercard Processing S.A.,https://pl.linkedin.com/company/mastercard-payment-transaction-services-sa?trk=public_jobs_topcard-org-name,"Arlington, VA",Financial Services
90439523.0,Samooha,https://www.linkedin.com/company/samoohatech?trk=public_jobs_topcard-org-name,"San Mateo, CA",Software Development
11104.0,"Broadcast Music, Inc. (BMI)",https://www.linkedin.com/company/bmi?trk=public_jobs_topcard-org-name,"Nashville, TN",Musicians
33258172.0,Seneca Nation Group,https://www.linkedin.com/company/seneca-nation-group?trk=public_jobs_topcard-org-name,"Washington, DC","Technology, Information and Internet"
40787483.0,Thryv,https://www.linkedin.com/company/thryvinc?trk=public_jobs_topcard-org-name,United States,Marketing Services
3879704.0,Republic Finance,https://www.linkedin.com/company/republic-finance?trk=public_jobs_topcard-org-name,"Plano, TX",Financial Services
73072.0,Cadent,https://www.linkedin.com/company/cadenttv?trk=public_jobs_topcard-org-name,"Jacksonville, FL",Advertising Services
2689946.0,BayOne Solutions,https://www.linkedin.com/company/bayone-solutions?trk=public_jobs_topcard-org-name,"Sunnyvale, CA",Retail
72742192.0,EDGE,https://www.linkedin.com/company/edgescore?trk=public_jobs_topcard-org-name,"Chicago, IL",Financial Services
2284.0,Dow Jones,https://www.linkedin.com/company/dow-jones?trk=public_jobs_topcard-org-name,"Gaithersburg, MD",Online Audio and Video Media
11787695.0,ASCENDING Inc.,https://www.linkedin.com/company/ascendingllc?trk=public_jobs_topcard-org-name,"Fairfax, VA",Internet Publishing
4593.0,Western Digital,https://www.linkedin.com/company/western-digital?trk=public_jobs_topcard-org-name,"San Jose, CA","Computer Hardware Manufacturing, Computers and Electronics Manufacturing, and Semiconductor Manufacturing"
40783.0,Inceed,https://www.linkedin.com/company/inceed?trk=public_jobs_topcard-org-name,"Oklahoma City, OK",Staffing and Recruiting
70099836.0,Volastra Therapeutics,https://www.linkedin.com/company/volastra-therapeutics?trk=public_jobs_topcard-org-name,"New York, NY","Technology, Information and Internet"
520950.0,R.E. Mason,https://www.linkedin.com/company/remason?trk=public_jobs_topcard-org-name,"Durham, NC",Software Development
3493.0,Conagra Brands,https://www.linkedin.com/company/conagra-brands?trk=public_jobs_topcard-org-name,"Chicago, IL",Food and Beverage Services and Food and Beverage Manufacturing
3088.0,Travelers,https://www.linkedin.com/company/travelers?trk=public_jobs_topcard-org-name,"Hartford, CT",Insurance
3358364.0,Artifact Uprising®,https://www.linkedin.com/company/artifact-uprising?trk=public_jobs_topcard-org-name,"Denver, CO",Manufacturing
3965520.0,Checchi Capital,https://www.linkedin.com/company/checchi-capital-advisers?trk=public_jobs_topcard-org-name,"Beverly Hills, CA",Investment Management
226644.0,Sports Business Journal,https://www.linkedin.com/company/sports-business-journal?trk=public_jobs_topcard-org-name,United States,Spectator Sports
67435.0,Connecticut Innovations,https://www.linkedin.com/company/connecticut-innovations?trk=public_jobs_topcard-org-name,"New Haven, CT",Utilities and Software Development
4725.0,Mayo Clinic,https://www.linkedin.com/company/mayo-clinic?trk=public_jobs_topcard-org-name,"Rochester, MN",Hospitals and Health Care
71664418.0,VRGL,https://www.linkedin.com/company/vrgl?trk=public_jobs_topcard-org-name,"Dallas, TX",Investment Management and Software Development
29550.0,Innovation Works,https://www.linkedin.com/company/innovation-works?trk=public_jobs_topcard-org-name,"Pittsburgh, PA",Internet Publishing
76322470.0,N-able,https://www.linkedin.com/company/n-able?trk=public_jobs_topcard-org-name,"Austin, TX",IT Services and IT Consulting
72143958.0,"Anglicotech, LLC",https://www.linkedin.com/company/anglicotech?trk=public_jobs_topcard-org-name,"Honolulu, HI",IT Services and IT Consulting
72008814.0,Ownwell,https://www.linkedin.com/company/ownwell?trk=public_jobs_topcard-org-name,"Austin, TX","Technology, Information and Internet"
81777085.0,Digital Janet,https://www.linkedin.com/company/digitaljanetllc?trk=public_jobs_topcard-org-name,United States,IT Services and IT Consulting
13703.0,Magna International,https://ca.linkedin.com/company/magna-international?trk=public_jobs_topcard-org-name,"Lowell, MA",Motor Vehicle Manufacturing
9240.0,Garmin,https://www.linkedin.com/company/garmin?trk=public_jobs_topcard-org-name,"Olathe, KS",Computers and Electronics Manufacturing
74742192.0,Read AI,https://www.linkedin.com/company/readinc?trk=public_jobs_topcard-org-name,"Seattle, WA","Software Development, Technology, Information and Internet, and IT Services and IT Consulting"
9240985.0,Shamrock Trading Corporation,https://www.linkedin.com/company/shamrock-trading-corp-?trk=public_jobs_topcard-org-name,"Overland Park, KS",Truck Transportation
3076.0,Kforce Inc,https://www.linkedin.com/company/kforce?trk=public_jobs_topcard-org-name,"Austin, TX","Retail Office Equipment, E-Learning Providers, and Professional Training and Coaching"
9344338.0,Heaven Hill Brands,https://www.linkedin.com/company/heaven-hill-brands?trk=public_jobs_topcard-org-name,"Louisville, KY",Beverage Manufacturing
11400117.0,Top Stack,https://www.linkedin.com/company/topstackgroup?trk=public_jobs_topcard-org-name,"King of Prussia, PA",Financial Services and Biotechnology Research
5001964.0,Curant Health,https://www.linkedin.com/company/curant-health?trk=public_jobs_topcard-org-name,"Smyrna, GA",Hospitals and Health Care
68021109.0,Careers at Roambee,https://www.linkedin.com/company/careers-at-roambee?trk=public_jobs_topcard-org-name,"Dallas, TX","Transportation, Logistics, Supply Chain and Storage"
15749701.0,KDA CONSULTING INC,https://www.linkedin.com/company/kda-consulting-inc?trk=public_jobs_topcard-org-name,"Herndon, VA",IT Services and IT Consulting
18043.0,Addison Group,https://www.linkedin.com/company/addisongroup?trk=public_jobs_topcard-org-name,"Houston, TX",Services for Renewable Energy
300092.0,wowbrands,https://www.linkedin.com/company/wowbrands?trk=public_jobs_topcard-org-name,"Columbus, OH",Advertising Services
35590008.0,Rockwoods Inc,https://www.linkedin.com/company/rockwoods-inc?trk=public_jobs_topcard-org-name,"Virginia, United States",Information Technology & Services
445839.0,Synergy ECP,https://www.linkedin.com/company/synergyecp?trk=public_jobs_topcard-org-name,"Annapolis Junction, MD",IT Services and IT Consulting
30324.0,Intelliswift - An LTTS Company,https://www.linkedin.com/company/intelliswift?trk=public_jobs_topcard-org-name,"Dublin, CA",Banking
96308949.0,Elicit,https://www.linkedin.com/company/elicit-research?trk=public_jobs_topcard-org-name,"Oakland, OR",Research Services
16167895.0,Agility Partners,https://www.linkedin.com/company/agilitypartners?trk=public_jobs_topcard-org-name,Cincinnati Metropolitan Area,Financial Services
34209.0,Complex NTWRK,https://www.linkedin.com/company/complex-ntwrk?trk=public_jobs_topcard-org-name,"Los Angeles, CA",Online Audio and Video Media
106170142.0,Luxevision Consulting LLC,https://www.linkedin.com/company/luxevision-consulting?trk=public_jobs_topcard-org-name,"San Marino, CA",Business Consulting and Services
24015.0,Medpace,https://www.linkedin.com/company/medpace?trk=public_jobs_topcard-org-name,"Cincinnati, OH",Pharmaceutical Manufacturing
83745.0,MetroStar,https://www.linkedin.com/company/metrostar-systems?trk=public_jobs_topcard-org-name,"Washington, DC","Technology, Information and Internet"
